0;0;0;0;land;false;unknown;0
1;206;210;249;land;false;desert;1
2;218;176;132;land;false;forest;1
3;78;240;183;land;true;forest;1
4;85;214;208;land;true;forest;1
5;149;215;210;land;false;jungle;1
6;207;150;203;land;false;plains;1
7;166;142;202;land;false;jungle;1
8;205;244;135;land;false;desert;1
9;204;146;208;land;false;plains;1
10;231;229;192;land;true;desert;1
11;137;188;239;land;false;plains;1
12;174;194;178;land;false;plains;1
13;243;217;198;land;false;plains;1
14;233;170;251;land;false;plains;1
15;179;124;223;land;true;forest;1
16;180;116;216;land;false;jungle;1
17;141;144;234;land;false;plains;1
18;132;157;233;land;false;plains;1
19;145;225;235;land;false;plains;1
20;222;232;80;land;false;jungle;1
21;236;158;117;land;false;forest;1
22;207;154;200;land;false;forest;1
23;218;220;107;land;false;forest;1
24;245;245;150;land;false;desert;1
25;100;171;232;land;false;desert;1
26;174;150;241;land;false;jungle;1
27;222;121;214;land;false;forest;1
28;205;176;175;land;false;forest;1
29;143;220;253;land;false;plains;1
30;145;232;171;land;false;forest;1
31;61;233;208;land;false;forest;1
32;219;227;231;land;false;forest;1
33;249;132;173;land;false;forest;1
34;161;250;150;land;false;forest;1
35;210;250;116;land;false;desert;1
36;188;164;197;land;false;plains;1
37;89;205;234;land;false;forest;1
38;226;150;166;land;false;forest;1
39;226;155;185;land;false;forest;1
40;214;202;113;land;false;plains;1
41;133;208;192;land;false;forest;1
42;253;197;171;land;false;forest;1
43;191;105;221;land;false;forest;1
44;248;130;215;land;false;desert;1
45;114;251;179;land;true;plains;1
46;204;233;89;land;false;forest;1
47;101;184;235;land;true;plains;1
48;105;217;184;land;false;desert;1
49;138;253;162;land;false;forest;1
50;218;115;198;land;true;forest;1
51;219;251;112;land;false;forest;1
52;246;78;235;land;false;forest;1
53;214;164;162;land;true;plains;1
54;225;169;150;land;false;desert;1
55;121;190;220;land;true;forest;1
56;227;103;175;land;false;desert;1
57;210;147;230;land;false;jungle;1
58;201;232;157;land;false;plains;1
59;100;236;235;land;false;jungle;1
60;189;149;223;land;false;desert;1
61;218;213;171;land;true;desert;1
62;81;229;227;land;false;jungle;1
63;216;239;116;land;true;plains;1
64;215;192;108;land;false;plains;1
65;243;211;110;land;false;plains;1
66;247;94;250;land;true;plains;1
67;253;224;224;land;false;jungle;1
68;162;185;219;land;false;plains;1
69;138;237;237;land;false;jungle;1
70;213;112;204;land;true;plains;1
71;228;181;163;land;false;forest;1
72;231;184;117;land;false;jungle;1
73;204;108;222;land;false;jungle;1
74;220;54;231;land;false;plains;1
75;172;223;246;land;false;forest;1
76;220;116;173;land;false;forest;1
77;238;227;220;land;false;forest;1
78;246;203;198;land;false;jungle;1
79;248;134;212;land;true;mountain;1
80;59;249;236;land;false;jungle;1
81;240;131;239;land;false;forest;1
82;207;200;120;land;true;forest;1
83;165;220;177;land;true;plains;1
84;170;231;226;land;true;plains;1
85;55;250;226;land;false;plains;1
86;233;244;171;land;false;forest;1
87;204;148;211;land;false;forest;1
88;217;76;218;land;true;forest;1
89;234;148;149;land;false;forest;1
90;81;243;234;land;false;jungle;1
91;248;146;179;land;false;desert;1
92;228;186;227;land;false;desert;1
93;206;95;212;land;true;jungle;1
94;230;201;208;land;false;desert;1
95;187;203;179;land;false;forest;1
96;218;197;98;land;false;plains;1
